4O.SA06,2025-02-15T12:08:17.391000Z,2025-02-15T12:08:19.151000Z,7.292439880407899e-08
TX.PB39,2025-02-15T12:08:17.910000Z,2025-02-15T12:08:20.035000Z,7.303642673218886e-08
4O.SA04,2025-02-15T12:08:17.477000Z,2025-02-15T12:08:19.257000Z,2.9159711613194264e-08
4O.SA02,2025-02-15T12:08:16.899000Z,2025-02-15T12:08:18.219000Z,8.86381891652157e-08
TX.PB34,2025-02-15T12:08:18.680000Z,2025-02-15T12:08:20.800000Z,5.613528980938685e-08
TX.PB20,2025-02-15T12:08:18.751000Z,2025-02-15T12:08:20.841000Z,2.271067674301988e-08
TX.PB38,2025-02-15T12:08:20.270000Z,2025-02-15T12:08:23.280000Z,6.715209442796652e-09
TX.PB26,2025-02-15T12:08:18.417000Z,2025-02-15T12:08:19.897000Z,5.1767946025083114e-08
TX.PECS,2025-02-15T12:08:23.975000Z,2025-02-15T12:08:29.105000Z,6.090854801869236e-09
2025-02-15T13:15:29.861176Z,31.61392,-104.09798,7.0,1.1339
TX.PB20,2025-02-15T13:15:31.101000Z,2025-02-15T13:15:32.221000Z,7.073547597394148e-08
TX.PB31,2025-02-15T13:15:32.720000Z,2025-02-15T13:15:34.910000Z,2.9284048646540995e-08
TX.PB39,2025-02-15T13:15:32.430000Z,2025-02-15T13:15:34.405000Z,3.536026595056703e-08
TX.PB33,2025-02-15T13:15:32.035000Z,2025-02-15T13:15:33.710000Z,1.2534876856061548e-07
TX.PB26,2025-02-15T13:15:31.467000Z,2025-02-15T13:15:32.677000Z,1.8916382823265935e-07
TX.PB34,2025-02-15T13:15:31.850000Z,2025-02-15T13:15:33.320000Z,2.0025191182179595e-07
TX.PB24,2025-02-15T13:15:31.693000Z,2025-02-15T13:15:32.913000Z,1.2319109547544177e-07
4O.WB03,2025-02-15T13:15:32.532500Z,2025-02-15T13:15:34.267500Z,4.53552938714091e-08
4O.SA04,2025-02-15T13:15:34.207000Z,2025-02-15T13:15:37.157000Z,5.237274403058534e-09
TX.PB23,2025-02-15T13:15:31.475000Z,2025-02-15T13:15:32.175000Z,1.4596499373589968e-07
2025-02-15T15:30:49.285235Z,31.63392,-104.33298,3.0,1.4148
4O.SA02,2025-02-15T15:30:50.739000Z,2025-02-15T15:30:52.269000Z,4.0676419659508755e-07
TX.PB33,2025-02-15T15:30:53.070000Z,2025-02-15T15:30:56.260000Z,1.1297493409896523e-07
TX.PB36,2025-02-15T15:30:51.210000Z,2025-02-15T15:30:52.830000Z,2.43593592419463e-07
TX.PB35,2025-02-15T15:30:51.240000Z,2025-02-15T15:30:52.830000Z,2.376547699619389e-07
TX.PB38,2025-02-15T15:30:51.670000Z,2025-02-15T15:30:53.570000Z,1.3032661948461348e-07
4O.SA04,2025-02-15T15:30:51.937000Z,2025-02-15T15:30:53.897000Z,2.1200422737919235e-07
TX.PECS,2025-02-15T15:30:58.725000Z,2025-02-15T15:31:05.530000Z,1.1278328290301444e-08
TX.VHRN,2025-02-15T15:31:08.125000Z,2025-02-15T15:31:21.815000Z,4.52573633355757e-09
4O.SA07,2025-02-15T15:30:53.663000Z,2025-02-15T15:30:56.273000Z,2.915407393744577e-08
2025-02-15T14:35:12.738765Z,31.64392,-104.18798,9.0,0.823
TX.PB31,2025-02-15T14:35:16.190000Z,2025-02-15T14:35:18.950000Z,3.085396038305374e-08
4O.SA02,2025-02-15T14:35:14.779000Z,2025-02-15T14:35:16.419000Z,5.472704962459001e-08
TX.PB34,2025-02-15T14:35:15.720000Z,2025-02-15T14:35:17.940000Z,7.206969482734114e-08
TX.PB39,2025-02-15T14:35:15.745000Z,2025-02-15T14:35:17.975000Z,4.673577268444572e-08
4O.SA04,2025-02-15T14:35:15.607000Z,2025-02-15T14:35:17.727000Z,8.69699173692476e-09
TX.PB26,2025-02-15T14:35:15.007000Z,2025-02-15T14:35:16.627000Z,5.30250227163395e-08
TX.PB38,2025-02-15T14:35:17.270000Z,2025-02-15T14:35:20.470000Z,4.6595534850209345e-09
TX.PECS,2025-02-15T14:35:20.425000Z,2025-02-15T14:35:25.755000Z,4.709073262677219e-09
TX.PB35,2025-02-15T14:35:17.030000Z,2025-02-15T14:35:19.650000Z,9.4274744924186e-09
